DIRECTORIO;P424;P4030;P4030S1;P4030S1A1;P4030S5;P4030S3;P4030S4;P4030S4A1;P4030S2;DIA_REF;REGION;CLASE;F_EXP
1069153;1; ;1;1;2;2;2; ;2;2;4;2;368,0218864
1069154;2; ;1;2;1;1;1;3;1;2;1;1;208,7611836
1069155;1; ;1;2;1;1;1;1;2;3;3;2;168,5684733
1069156;1; ;1;2;1;1;1;1;2;3;3;2;515,7082956
1069157;1; ;1;2;1;1;1;1;2;3;3;2;168,5684733
1069158;1; ;1;2;1;1;1;1;2;3;3;2;643,0468951
1069159;1; ;1;2;1;1;1;1;2;3;3;2;168,5684733
1069160;1; ;1;2;1;1;1;1;2;3;3;2;358,8409593
1069161;1; ;1;2;2;2;2; ;2;3;2;2;219,4387467
1069162;2; ;1;1;1;2;1;3;1;3;1;1;59,52742783
1069164;2; ;1;1;1;1;1;3;1;4;1;1;117,5562869
1069165;1; ;1;2;1;1;1;1;1;4;2;1;433,5915077
1069166;2; ;1;4;1;1;1;3;1;4;5;1;122,3565881
1069168;1; ;1;2;1;1;1;3;1;4;4;1;240,5431941
1069169;1; ;1;2;1;2;1;8;2;5;3;2;698,1665962
1069170;1; ;1;2;1;2;2; ;2;5;3;2;348,4818314
1069171;1; ;1;2;1;2;1;8;2;5;3;2;894,3358579
1069172;1; ;1;2;1;2;1;8;2;5;3;2;692,2634155
1069173;1; ;1;2;1;2;1;8;2;6;3;2;398,8859733
1069174;2; ;1;3;1;1;1;3;1;6;3;1;109,3751706
1069175;1; ;1;2;2;2;1;8;2;6;3;2;388,4485692
1069176;1; ;1;2;1;2;1;1;2;6;3;2;212,8923242
1069177;1; ;1;2;1;2;1;1;2;6;3;2;130,5607797
1069178;1; ;1;2;1;2;2; ;2;7;3;2;379,7832912
1069179;1; ;1;2;1;2;1;8;2;7;3;2;206,1324034
1069180;1; ;1;2;2;2;1;3;2;7;6;1;27,61260986
1069181;1; ;1;2;1;2;1;8;2;7;3;2;299,7295641
1069182;1; ;1;2;1;2;1;2;2;2;3;2;68,80171328
1069183;2; ;1;2;2;2;1;3;2;8;6;1;13,98171465
1069184;1; ;1;2;1;1;1;3;1;7;3;1;161,7065864
1069185;2; ;1;2;2;2;1;3;2;2;6;1;6,472235252
1069186;2; ;1;2;2;2;1;3;2;2;6;1;6,971340549
1069187;2; ;1;1;1;1;1;3;1;2;1;1;219,0273351
1069188;1; ;1;2;2;2;1;3;2;2;6;1;5,950031903
1069189;1; ;1;2;1;2;1;2;2;2;3;2;234,9536292
1069190;2; ;1;1;1;1;1;3;1;3;1;1;220,8168992
1069191;1; ;1;3;1;1;1;3;1;4;3;1;122,924992
1069192;1; ;1;2;2;2;2; ;2;4;6;1;22,0426096
1069193;1; ;1;3;1;1;1;3;1;4;3;1;109,3751706
1069194;1; ;1;3;1;1;1;3;1;4;3;1;127,4581448
1069196;1; ;1;5;1;2;1;3;1;4;5;1;221,7434069
1069197;1; ;1;3;1;1;1;3;1;5;3;1;88,79544252
1069198;1; ;1;1;1;1;1;3;1;5;1;1;69,00376616
1069199;1; ;1;3;1;1;1;3;1;5;3;1;88,33911691
1069200;2; ;1;2;2;2;1;3;2;5;6;1;6,108033617
1069201;1; ;1;2;2;2;1;3;2;5;6;1;11,20882258
1069202;2; ;1;2;2;2;1;3;2;5;6;1;7,454762749
1069203;2; ;1;2;2;2;1;3;2;5;6;1;5,992163423
1069204;1; ;1;1;1;1;1;3;1;5;2;1;87,20680821
1069205;1; ;1;2;1;2;1;2;2;5;6;1;8,000006866
1069206;2; ;1;1;2;2;1;2;2;5;6;1;6,790365272
1069207;1; ;1;4;1;1;1;3;1;6;3;1;236,2471154
1069208;1; ;1;2;2;2;1;2;2;6;6;1;5,467687832
1069209;2; ;1;1;2;2;1;2;2;6;6;1;4,660571551
1069210;2; ;1;3;1;1;1;3;1;6;5;1;104,8703279
1069211;2; ;1;2;2;2;1;1;2;6;6;1;6,222227563
1069212;2; ;1;1;2;2;1;3;2;6;6;1;4,594032311
1069213;2; ;1;1;2;2;1;3;2;6;6;1;4,041337309
1069214;1; ;1;1;1;1;1;3;1;6;2;1;107,3382251
1069215;1; ;1;3;1;1;1;3;1;6;3;1;225,8963595
1069216;1; ;2; ;1;1;1;3;2;6;2;1;87,46055432
1069217;1; ;1;1;1;1;1;3;1;7;2;1;214,0823437
1069218;1; ;1;3;1;1;1;3;2;7;3;1;383,4729373
1069219;1; ;1;3;1;1;1;3;1;7;3;1;339,247439
1069221;2; ;1;2;1;1;1;3;1;7;4;1;380,6653604
1069222;2; ;1;2;1;1;1;3;1;7;4;1;542,4173513
1069223;2; ;1;2;1;1;1;3;1;7;4;1;462,9815454
1069225;2; ;1;2;1;1;1;3;1;7;4;1;387,952818
1069226;2; ;1;2;1;1;1;3;1;7;4;1;470,1931776
1069227;2; ;1;2;1;1;1;3;1;7;4;1;458,7722337
1069228;2; ;1;2;1;1;1;3;1;7;4;1;338,1178578
1069229;1; ;1;2;1;1;1;3;1;7;4;1;292,6601577
1069231;2; ;1;2;1;1;1;3;1;7;2;1;606,3415636
1069232;2; ;1;2;1;1;1;3;1;6;2;1;210,1821307
1069234;2; ;1;2;1;1;1;3;1;1;4;1;249,782719
1069236;1; ;1;2;1;1;1;3;1;1;4;1;424,8677028
1069237;2; ;1;2;1;1;1;3;1;1;4;1;490,7761657
1069238;2; ;1;2;1;1;1;3;1;1;4;1;440,8133034
1069239;2; ;1;2;1;1;1;3;1;1;4;1;314,9562038
1069241;1; ;1;1;1;1;1;3;1;1;2;1;263,6477054
1069242;2; ;1;2;1;1;1;3;1;1;4;1;592,8889175
1069243;2; ;1;2;1;1;1;3;1;1;2;1;858,2106338
1069244;2; ;1;2;1;1;1;3;1;1;2;1;681,2905104
1069245;2; ;1;2;1;1;1;3;1;1;2;1;912,6900485
1069246;2; ;1;2;1;1;1;3;1;1;2;1;704,714471
1069251;1; ;1;3;1;1;1;2;1;4;2;1;368,78998
1069253;1; ;1;2;1;2;2; ;2;7;3;2;180,1970483
1069255;1; ;1;2;2;2;2; ;2;7;3;2;180,1970483
1069256;1; ;1;2;1;2;2; ;2;7;3;2;293,8291921
1069257;1; ;1;2;2;2;2; ;2;7;3;2;246,4740839
1069259;1; ;1;2;2;2;2; ;2;7;3;2;180,1970483
1069269;1; ;1;1;1;2;2; ;1;1;3;2;666,0882559
1069271;1; ;1;2;1;2;2; ;2;1;3;2;434,8332402
1069272;1; ;1;1;2;2;2; ;2;2;3;2;164,0658223
1069273;1; ;1;1;2;2;2; ;2;2;3;2;100,6168811
1069274;1; ;1;1;1;2;2; ;1;2;3;2;116,4830316
1069275;1; ;1;1;2;2;2; ;2;2;3;2;164,0658223
1069276;1; ;1;1;2;2;2; ;2;2;2;2;139,2446648
1069277;1; ;1;1;2;2;2; ;2;2;3;2;100,6168811
1069278;1; ;1;1;2;2;2; ;2;2;3;2;100,6168811
1069279;1; ;1;1;1;2;2; ;2;2;3;2;100,6168811
1069280;1; ;1;1;1;2;2; ;1;2;3;2;111,4494833
1069283;1; ;1;1;1;2;2; ;1;2;3;2;174,0686277
1069285;1; ;1;1;1;2;2; ;1;2;3;2;326,921222
1069286;1; ;1;1;1;2;2; ;1;3;3;2;210,5955068
1069288;1; ;1;1;1;2;2; ;1;3;3;2;469,8595826
1069289;1; ;1;1;1;2;2; ;1;3;3;2;503,3604621
1069290;1; ;1;1;1;2;2; ;2;3;3;2;382,9233159
1069295;1; ;1;1;2;2;2; ;2;3;3;2;594,737467
1069297;1; ;1;1;1;2;2; ;2;4;3;2;182,8423367
1069299;1; ;1;1;1;2;2; ;1;4;3;2;320,1568463
1069300;2; ;1;1;1;2;2; ;1;4;3;2;342,4344209
1069301;1; ;1;1;2;2;2; ;2;4;3;2;182,8423367
1069302;1; ;1;1;2;2;2; ;2;4;3;2;182,8423367
1069303;1; ;1;1;1;2;2; ;1;4;3;2;407,9394917
1069304;1; ;1;1;1;2;2; ;2;4;3;2;362,0989688
1069308;1; ;1;1;1;2;2; ;2;4;3;2;436,6342397
1069309;1; ;1;1;1;2;2; ;1;4;3;2;248,7777533
1069310;1; ;1;1;1;2;2; ;2;4;3;2;543,2366723
1069312;1; ;1;1;1;2;2; ;2;4;3;2;536,0863692
1069313;1; ;1;1;1;1;1;2;1;5;3;1;319,6048537
1069314;1; ;1;1;1;1;1;2;1;5;3;1;277,4385891
1069315;1; ;1;1;1;2;2; ;1;5;2;2;169,3121741
1069316;1; ;1;1;1;1;1;2;1;5;3;1;385,2314577
1069317;2; ;1;1;1;1;1;3;1;5;3;1;384,9660058
1069318;2; ;1;2;1;1;1;2;2;5;2;1;525,7096067
1069320;1; ;1;1;1;1;1;2;1;5;3;1;221,844761
1069321;1; ;1;1;1;1;2; ;2;6;3;2;185,4097755
1069322;1; ;1;1;1;1;2; ;2;6;3;2;470,8969744
1069323;1; ;1;1;1;1;2; ;2;6;3;2;460,6400347
1069324;1; ;1;1;2;2;2; ;2;6;3;2;598,2551643
1069326;1; ;1;1;2;2;2; ;2;6;3;2;508,5920794
1069328;1; ;1;1;1;1;1;3;1;6;3;2;163,1118383
1069329;2; ;1;2;1;1;1;2;1;6;2;1;381,5618734
1069330;1; ;1;3;1;1;1;2;1;6;3;1;383,5258245
1069331;1; ;1;1;1;2;2; ;2;6;3;2;267,7872516
1069332;2; ;1;2;1;1;1;2;1;6;2;1;404,4393656
1069333;1; ;1;1;1;2;2; ;1;6;3;2;405,4023812
1069334;2; ;1;3;1;1;1;2;1;6;3;1;474,4685882
1069335;2; ;1;2;1;1;1;2;1;6;2;1;403,4920327
1069337;2; ;1;3;1;1;1;2;1;6;3;1;332,926307
1069338;1; ;1;3;1;1;1;2;1;6;3;1;377,5382787
1069341;1; ;1;1;1;2;2; ;2;6;3;2;223,1048805
1069344;1; ;1;1;1;2;2; ;2;7;3;2;281,6846673
1069345;1; ;1;1;1;2;2; ;2;7;3;2;335,804791
1069346;1; ;1;1;1;2;2; ;2;7;3;2;238,413824
1069348;2; ;1;2;1;1;1;2;2;7;2;1;404,202031
1069349;1; ;1;1;1;2;2; ;2;7;3;2;456,2907248
1069350;1; ;1;1;1;2;2; ;2;7;3;2;238,413824
1069351;1; ;1;1;1;2;2; ;2;7;3;2;286,0063872
1069352;1; ;1;1;1;2;2; ;2;7;3;2;438,1116207
1069353;2; ;1;1;1;1;1;3;1;7;3;1;355,9256685
1069355;1; ;1;2;1;1;1;2;1;7;3;1;349,3316507
1069359;1; ;1;3;1;1;2; ;2;7;3;1;282,8217632
1069360;1; ;1;2;1;1;1;2;1;7;3;1;314,601159
1069361;1; ;1;2;1;1;1;2;1;7;3;1;293,7585061
1069362;1; ;1;2;1;1;1;2;1;7;3;1;282,8217632
1069363;1; ;1;2;1;1;1;2;1;7;3;1;313,6214618
1069364;1; ;1;1;1;1;1;2;1;8;3;1;314,6509768
1069365;1; ;1;2;1;1;1;2;1;8;3;1;269,9459998
1069366;1; ;1;2;1;1;1;2;2;8;3;1;257,4124627
1069367;1; ;1;2;1;1;1;2;1;8;3;1;333,0528676
1069368;1; ;1;2;1;1;1;2;1;8;3;1;297,5409682
1069372;1; ;1;1;1;2;1;2;1;8;3;1;224,6990048
1069373;1; ;1;2;1;1;1;2;1;8;3;1;267,1237148
1069374;2; ;1;2;1;1;1;2;1;8;2;1;371,0382334
1069375;1; ;1;2;1;1;1;2;1;8;3;1;243,1008956
1069376;1; ;1;1;1;1;1;2;1;8;3;1;257,4124627
1069377;1; ;1;1;1;1;1;2;1;8;3;1;243,1008956
1069378;1; ;1;2;1;1;1;2;1;8;3;1;234,6497761
1069380;1; ;1;1;1;1;1;2;1;8;3;1;256,3943702
1069381;1; ;1;2;1;1;1;2;1;8;3;1;257,4124627
1069383;1; ;1;1;2;2;2; ;2;2;3;2;183,5428821
1069384;1; ;1;1;2;2;2; ;2;2;3;2;405,9030353
1069385;1; ;1;1;2;2;2; ;2;2;3;2;183,5428821
1069387;1; ;1;1;2;2;2; ;2;2;3;2;205,0343686
1069388;1; ;1;1;2;2;2; ;2;2;3;2;212,4855301
1069390;1; ;1;1;1;1;2; ;2;2;3;2;183,5428821
1069391;1; ;1;1;2;2;2; ;2;2;3;2;351,9005337
1069395;1; ;1;1;2;2;2; ;2;2;3;2;225,6663823
1069397;2; ;1;3;1;1;1;2;1;3;2;1;612,1497628
1069398;2; ;1;3;1;1;1;2;1;3;2;1;666,0040623
1069399;2; ;1;3;1;1;1;2;1;4;2;1;372,1760329
1069400;2; ;1;1;1;1;1;3;1;5;3;1;301,6361893
1069401;1; ;1;5;1;1;1;2;1;5;2;1;208,0319612
1069402;2; ;1;3;1;1;1;2;1;5;2;1;397,2226831
1069403;2; ;1;2;1;1;1;3;1;5;2;1;333,0822017
1069404;2; ;1;4;1;1;1;2;1;6;2;1;384,5095597
1069405;2; ;1;2;1;1;1;3;1;7;2;1;936,621903
1069406;2; ;1;1;2;2;1;2;2;2;6;1;8,090641883
1069407;2; ;1;2;1;2;1;2;2;2;6;1;5,941569613
1069408;2; ;1;1;2;2;1;2;2;3;6;1;7,25530036
1069409;2; ;1;3;1;2;1;2;2;3;6;1;10,60424581
1069410;1; ;1;2;2;2;1;2;2;3;6;1;11,01753483
1069411;2; ;1;2;2;2;2; ;2;4;6;1;20,78788642
1069412;2; ;1;2;1;2;1;2;2;5;6;1;5,992163423
1069413;2; ;1;2;2;2;1;3;2;6;6;1;6,478183179
1069414;1; ;1;2;2;2;1;3;2;6;6;1;7,671349921
1069415;2; ;1;2;2;2;1;3;2;6;6;1;5,206834776
1069416;1; ;1;1;2;2;1;3;2;6;6;1;5,507841196
1069417;1; ;1;2;2;2;1;3;2;7;6;1;9,844599907
1069418;2; ;1;2;2;2;1;3;2;7;6;1;10,64316838
1069419;1; ;1;2;2;2;1;3;2;7;6;1;9,755664334
1069420;1; ;1;2;2;2;1;3;2;1;6;1;9,372302597
1069421;1; ;1;2;2;2;1;3;2;7;6;1;9,914114152
1069422;1; ;1;1;2;2;2; ;2;7;6;1;8,861326101
1069423;2; ;1;2;2;2;1;3;2;1;6;1;9,372302597
1069424;1; ;1;1;2;2;1;2;2;1;6;1;9,215466925
1069425;2; ;1;1;2;2;2; ;2;1;6;1;7,123545607
1069426;2; ;1;2;2;2;1;3;2;2;6;1;7,476095755
1069427;1; ;1;1;2;2;1;3;2;2;6;1;4,916546935
1069428;2; ;1;1;2;2;1;3;2;2;6;1;7,000006008
1069429;2; ;1;1;2;2;1;3;2;2;6;1;5,780107492
1069430;1; ;1;1;2;2;1;2;2;1;6;1;9,840239929
1069431;2; ;1;1;2;2;1;3;2;2;6;1;5,46448101
1069432;1; ;1;1;2;2;1;3;2;2;6;1;4,018583615
1069433;1; ;1;1;2;2;1;3;2;2;6;1;4,23087799
1069434;2; ;1;1;2;2;1;3;2;2;6;1;7,585886677
1069493;2; ;1;2;1;1;1;3;1;2;2;1;783,8213079
1069494;2; ;1;2;1;1;1;3;1;2;2;1;600,5506185
1069496;2; ;1;2;1;1;1;3;1;3;2;1;844,1838676
1069497;2; ;1;2;1;1;1;3;1;3;2;1;661,5366948
1069498;2; ;1;3;1;1;1;3;1;3;2;1;1035,219896
1069518;1; ;1;2;1;1;1;3;1;1;3;1;1167,541472
1069521;1; ;1;2;1;1;1;1;2;2;3;2;252,9831489
1069522;1; ;1;2;1;1;1;1;2;3;3;2;234,1059576
1069524;1; ;1;2;1;1;1;3;2;4;3;1;397,0548639
1069526;1; ;1;2;2;2;2; ;2;5;3;2;379,6398995
1069527;1; ;1;2;2;2;2; ;2;5;3;2;640,3736888
1069528;1; ;1;2;1;1;1;3;2;5;3;1;328,0394918
1069529;1; ;1;2;2;2;2; ;2;5;3;2;306,8511717
1069530;1; ;1;2;2;2;2; ;2;5;3;2;666,9455017
1069531;1; ;1;2;2;2;1;8;2;6;3;2;353,9404664
1069532;1; ;1;2;1;2;1;8;2;6;3;2;430,1462564
1069535;1; ;1;2;1;2;2; ;2;7;3;2;367,7780957
1069536;1; ;1;2;1;2;2; ;2;7;3;2;270,6271024
1069537;1; ;1;8;1;2;2; ;2;7;3;2;375,4907775
1069538;1; ;1;2;1;2;2; ;2;7;3;2;224,285734
1069539;2; ;1;3;1;1;1;3;1;8;3;1;219,8295161
1069541;1; ;1;2;1;2;1;1;2;2;3;2;63,31388785
1069542;1; ;1;2;2;2;1;2;2;2;3;2;134,6927239
1069546;2; ;1;2;1;1;1;3;2;4;3;1;353,6933147
1069547;2; ;1;1;1;1;1;3;1;4;3;1;314,9669996
1069548;2; ;1;2;1;1;1;3;1;5;3;1;292,4053063
1069549;1; ;1;2;1;1;1;3;1;6;3;1;593,3778277
1069550;1; ;1;2;1;1;1;3;1;6;3;1;822,3075209
1069551;1; ;1;2;1;1;1;3;1;6;3;1;742,8539285
1069553;1; ;1;2;1;1;1;3;1;1;3;1;1159,152377
1069554;3; ;1;4;1;1;1;3;2;4;4;1;198,5469761
1069555;3; ;1;4;1;1;1;2;1;5;4;1;234,181479
1069556;3; ;1;4;1;1;1;3;2;6;4;1;402,6809827
1069557;2; ;1;4;1;1;1;3;2;7;4;1;448,4981531
1069558;1; ;1;5;1;1;1;3;2;8;4;1;170,9141302
1069559;1; ;1;5;1;1;1;3;2;8;4;1;124,2848575
1069560;1; ;1;4;1;1;1;3;2;3;4;1;110,6328838
1069561;1; ;1;2;1;1;1;3;1;4;4;1;284,4714335
1069562;2; ;1;2;1;1;1;3;1;4;4;1;361,3881485
1069563;1; ;1;2;1;1;1;3;2;5;4;1;363,992453
1069564;1; ;1;2;1;1;1;3;1;5;4;1;284,3547153
1069565;2; ;1;2;1;1;1;3;2;5;4;1;363,0239938
1069566;1; ;1;2;1;1;1;3;1;6;4;1;223,5030933
1069567;2; ;1;2;1;1;1;3;2;6;4;1;331,9923901
1069568;1; ;1;4;1;1;1;3;2;7;4;1;166,6163345
1069569;2; ;1;2;1;1;1;3;2;7;4;1;261,184933
1069570;1; ;1;2;1;1;1;3;1;7;4;1;234,8978784
1069571;1; ;1;2;1;1;1;3;2;1;4;1;184,4215401
1069572;2; ;1;2;1;1;1;3;2;1;4;1;269,9169769
1069573;1; ;1;2;1;1;1;3;2;2;4;1;235,0343323
1069575;2; ;1;2;1;1;1;3;2;2;4;1;259,7851461
1069576;2; ;1;2;1;1;1;3;2;3;4;1;338,2621363
1069577;1; ;1;2;1;1;1;3;1;3;4;1;221,2657676
1069579;1; ;1;3;1;1;1;3;1;5;3;1;233,1693752
1069580;1; ;1;3;1;1;1;3;1;5;3;1;171,0426513
1069581;2; ;1;2;1;1;1;3;1;5;3;1;216,8453189
1069582;1; ;1;3;1;1;1;3;1;6;3;1;414,0411893
1069583;1; ;1;2;1;1;1;3;1;5;3;1;212,8442638
1069584;1; ;1;3;1;1;1;3;1;7;3;1;662,465903
1069585;1; ;1;3;1;1;1;3;1;7;3;1;694,7595756
1069586;1; ;1;3;1;1;1;3;1;5;3;1;171,813248
1069587;2; ;1;2;1;1;1;3;1;6;3;1;373,4029348
1069589;1; ;1;3;1;1;1;3;1;1;3;1;633,3636362
1069609;1; ;1;1;1;2;1;3;1;7;1;2;130,1389402
1069610;2; ;1;1;1;2;1;3;1;6;1;1;210,3285174
1069611;1; ;1;1;1;2;1;3;1;6;1;1;190,4078892
1069612;2; ;1;1;1;2;1;3;1;6;1;1;227,4703707
1069613;1; ;1;1;1;2;1;3;1;7;1;1;129,7662776
1069614;1; ;1;1;1;2;1;3;2;2;1;1;539,6836529
1069626;2; ;1;3;1;1;1;3;1;3;2;1;251,5085984
1069627;2; ;1;3;1;1;1;3;2;4;2;1;327,4874091
1069633;1; ;1;2;1;1;1;3;1;6;2;1;145,0353509
1069635;2; ;1;1;1;1;1;3;1;3;2;1;330,2098942
1069640;2; ;1;2;1;1;1;3;1;4;2;1;233,4218807
1069641;2; ;1;1;1;1;1;3;1;5;2;1;155,4635114
1069642;2; ;1;1;1;1;1;3;1;6;2;1;312,0590349
1069643;2; ;1;1;1;1;1;3;1;6;2;1;240,0763894
1069644;2; ;1;1;1;1;1;3;2;2;2;1;811,5112374
1069646;1; ;1;1;1;2;2; ;2;2;4;2;157,9546605
1069649;2; ;1;3;1;1;1;3;2;4;4;1;105,2144535
1069650;1; ;1;3;1;1;1;3;1;5;4;1;221,2652592
1069651;1; ;1;3;1;1;1;3;1;5;4;1;126,6019851
1069653;2; ;1;3;1;1;1;3;1;6;4;1;163,7679854
1069654;3; ;1;3;1;1;1;3;1;6;4;1;191,3568148
1069655;1; ;1;1;2;2;1;2;2;6;4;1;96,72460657
1069656;2; ;1;3;1;1;1;3;1;7;4;1;122,5129724
1069657;1; ;1;1;2;2;1;3;2;7;4;1;108,9168891
1069658;1; ;1;1;2;2;1;2;2;1;4;1;140,7786975
1069659;1; ;1;1;2;2;1;3;2;1;4;1;60,51795271
1069660;1; ;1;1;2;2;1;2;2;2;4;1;91,93960209
1069661;1; ;1;1;2;2;1;3;2;2;4;1;116,1419083
1069662;1; ;1;1;1;1;1;3;1;1;2;1;404,7526459
1069663;1; ;1;1;1;1;1;3;1;2;2;1;223,7258291
1069664;1; ;1;1;1;1;1;3;1;2;2;1;302,9501692
1069665;1; ;1;1;1;1;1;3;1;3;2;1;467,0769791
1069667;2; ;1;1;2;2;1;3;2;3;4;1;175,4745309
1069668;1; ;1;1;1;1;1;3;1;3;2;1;364,0797163
1069671;1; ;1;1;1;2;2; ;2;4;3;2;798,9475635
1069672;1; ;1;2;1;2;1;8;1;4;3;2;529,3292357
1069673;1; ;1;3;1;1;1;3;1;7;3;1;351,4065608
1069674;1; ;1;3;1;1;1;3;1;1;3;1;197,6876141
1069675;1; ;1;3;1;1;1;3;1;1;3;1;431,4952771
1069676;1; ;1;3;1;1;1;3;1;2;3;1;988,4094995
1069677;1; ;1;3;1;1;1;3;1;2;3;1;1016,242888
1069679;1; ;1;3;1;1;1;3;1;3;3;1;2126,243946
1069682;2; ;1;3;1;1;1;3;1;4;5;1;270,1755825
1069683;1; ;1;1;2;2;1;3;1;6;5;1;95,46735034
1069684;1; ;1;1;2;2;2; ;2;2;1;2;1020,120079
1069685;1; ;1;1;2;2;2; ;2;2;1;2;978,6486316
1069686;1; ;1;1;2;2;2; ;1;2;1;2;801,3212489
1069687;1; ;1;1;2;2;2; ;2;2;1;2;951,4706742
1069688;1; ;1;1;2;2;1;8;2;2;1;2;531,4286231
1069689;1; ;2; ;2;2;2; ;2;4;1;2;387,9270581
1069690;1; ;2; ;2;2;2; ;2;4;1;2;238,49303
1069691;1; ;2; ;2;2;2; ;2;4;1;2;238,49303
1069692;1; ;2; ;2;2;2; ;2;4;1;2;459,2475973
1069693;1; ;2; ;2;2;2; ;2;4;1;2;286,0693084
1069694;1; ;2; ;2;2;2; ;2;4;1;2;679,8048907
1069695;1; ;2; ;2;2;2; ;2;4;1;2;620,1598208
1069697;1; ;1;1;2;2;1;9;2;4;1;2;238,49303
1069698;1; ;1;1;2;2;1;8;2;5;1;2;346,8989528
1069699;1; ;1;1;2;2;1;8;2;5;1;2;611,1581444
1069701;1; ;1;1;2;2;2; ;2;5;1;2;590,0589395
1069702;1; ;1;1;2;2;2; ;2;5;1;2;1033,51511
1069703;1; ;1;1;2;2;2; ;2;5;1;2;653,0839304
1069704;2; ;1;1;2;2;1;8;2;6;1;2;424,4667648
1069705;2; ;1;1;2;2;1;8;1;6;1;2;286,1916361
1069706;2; ;1;1;2;2;1;8;2;6;1;2;286,1916361
1069707;2; ;1;1;2;2;1;8;1;6;1;2;769,1136651
1069708;2; ;1;1;2;2;1;8;1;6;1;2;286,1916361
1069709;1; ;1;1;2;2;1;8;1;6;1;2;300,6313588
1069710;1; ;1;1;2;2;1;8;1;6;1;2;504,5577647
1069711;1; ;1;1;2;2;1;8;1;6;1;2;486,7986251
1069712;1; ;1;1;2;2;1;1;1;7;1;2;272,5634629
1069713;1; ;1;1;2;2;1;1;1;7;1;2;496,3730405
1069714;1; ;1;1;2;2;1;1;1;7;1;2;336,5990903
1069715;1; ;1;1;2;2;1;1;1;7;1;2;347,5522386
1069717;1; ;1;1;2;2;1;1;1;7;1;2;601,1315396
1069719;2; ;1;1;1;2;1;3;2;7;1;1;484,1272042
1069720;3; ;1;1;1;2;2; ;2;7;1;1;375,6128991
1069721;1; ;1;1;2;2;1;1;1;7;1;2;566,9290798
1069722;1; ;1;2;1;2;1;2;1;8;1;1;203,4071798
1069723;1; ;1;1;1;2;1;2;1;8;1;1;220,7939947
1069724;1; ;1;1;1;2;1;2;1;8;1;1;220,7745785
1069725;1; ;1;2;2;2;1;2;1;8;1;1;137,7221585
1069726;1; ;1;1;2;2;1;2;2;8;1;1;210,7709393
1069727;1; ;1;1;1;2;1;2;1;8;1;1;201,1852498
1069728;1; ;1;1;1;2;1;2;1;8;1;1;249,0416021
1069729;1; ;1;1;1;2;1;2;1;8;1;1;213,6157448
1069730;1; ;1;1;1;2;1;2;1;8;1;1;151,6873979
1069731;1; ;1;2;1;1;1;3;1;2;1;1;149,9840437
1069732;1; ;1;1;1;2;1;1;1;2;1;1;118,5051132
1069733;1; ;1;1;2;2;2; ;1;8;1;1;177,333116
1069735;1; ;1;1;1;2;1;2;1;2;1;1;216,768902
1069736;2; ;1;1;1;2;1;2;1;2;1;1;246,8902068
1069737;1; ;1;1;2;2;2; ;2;2;1;2;3164,091963
1069738;1; ;1;1;1;2;1;2;1;2;1;1;225,5088367
1069739;2; ;1;1;1;2;1;2;1;2;1;1;170,0578051
1069740;1; ;1;1;1;2;1;2;1;2;1;1;233,4949462
1069741;1; ;1;1;1;2;1;1;1;2;1;1;216,7521951
1069742;1; ;1;1;1;2;1;2;1;2;1;1;206,9603296
1069743;2; ;1;1;1;2;1;2;1;2;1;1;188,367643
1069744;1; ;1;1;1;2;1;2;1;2;1;1;263,0505535
1069745;2; ;1;1;2;2;1;2;1;8;1;1;190,7660975
1069746;1; ;1;1;1;2;1;2;1;2;1;1;145,8377344
1069748;1; ;1;1;1;1;1;3;1;2;1;1;172,3228902
1069750;1; ;1;1;1;2;1;1;1;3;1;1;213,8432215
1069751;1; ;1;2;1;2;1;2;1;2;1;1;108,6965407
1069753;1; ;1;2;1;2;1;2;1;3;1;1;213,8432215
1069754;2; ;1;1;1;2;1;1;1;3;1;1;216,2421579
1069755;2; ;1;2;1;2;1;2;1;3;1;1;227,5971382
1069756;2; ;1;2;1;1;1;3;1;3;5;1;318,8355758
1069757;2; ;1;2;1;1;1;3;1;3;5;1;260,4781298
1069758;2; ;1;2;1;1;1;3;1;3;5;1;165,9384459
1069759;1; ;1;4;1;1;1;3;2;3;5;1;207,6116105
1069760;2; ;1;2;1;1;1;3;1;3;5;1;301,0596287
1069761;2; ;1;2;1;1;1;3;1;3;5;1;273,3975382
1069762;2; ;1;2;1;1;1;3;1;3;5;1;266,4225787
1069763;1; ;1;1;1;2;1;2;1;6;1;1;161,4853816
1069764;1; ;1;1;1;2;1;1;1;4;1;1;215,0731064
1069765;1; ;1;1;1;2;1;2;1;4;1;1;305,654053
1069766;1; ;1;1;1;2;1;1;1;4;1;1;184,4418406
1069767;1; ;1;1;1;2;1;1;1;4;1;1;305,8394548
1069768;1; ;1;1;1;2;1;2;1;4;1;1;238,2085367
1069770;1; ;1;1;1;2;1;2;1;4;1;1;192,0808192
1069771;1; ;1;1;1;2;1;2;1;4;1;1;229,3683751
1069772;2; ;1;1;1;2;1;2;1;4;1;1;147,1542846
1069773;1; ;1;2;1;2;1;2;1;5;1;1;127,9800526
1069774;1; ;1;2;1;2;1;2;1;5;1;1;136,5875754
1069776;1; ;1;2;1;1;1;3;1;4;1;1;193,4249561
1069779;2; ;1;2;1;1;1;3;1;4;5;1;273,6193259
1069780;2; ;1;2;1;1;1;3;1;4;5;1;339,7540823
